UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,SCH_DEG,HCM2,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LOCALE2,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE,ADM_RATE_ALL,SATVR25
106829,00704400,007044,Crowley's Ridge Technical Institute,Forrest City,AR,72335-0925,NULL,NULL,NULL,1,NULL,1,1,1,1,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106838,03116800,031168,De Luxe Beauty School,Pine Bluff,AR,71603-1666,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106883,01226000,012260,East Arkansas Community College,Forrest City,AR,72335-2204,NULL,NULL,NULL,1,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106892,02272400,022724,Eastern College of Health Vocations-Little Rock,Little Rock,AR,72205,NULL,NULL,NULL,1,NULL,1,2,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106908,03124900,031249,Imagine-Paul Mitchell Partner School,North Little Rock,AR,72117,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106980,01210500,012105,National Park College,Hot Springs,AR,71913,NULL,NULL,NULL,2,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106999,02073500,020735,University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,NULL,NULL,NULL,1,NULL,1,1,1,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107035,00109702,001097,Harding University Graduate School of Religion,Memphis,TN,38117-5499,NULL,NULL,NULL,3,NULL,0,2,4,4,2,47,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5945,NULL
107044,00109700,001097,Harding University,Searcy,AR,72149-5615,NULL,NULL,NULL,3,NULL,1,2,3,4,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5945,0.5945,495
107071,00109800,001098,Henderson State University,Arkadelphia,AR,71999-0001,NULL,NULL,NULL,3,NULL,1,1,3,4,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6331,0.6331,460
107080,00109900,001099,Hendrix College,Conway,AR,72032-3080,NULL,NULL,NULL,3,NULL,1,1,3,4,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.852,0.852,590
107099,03007100,030071,Hot Springs Beauty College,Hot Springs,AR,71901,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107123,02330800,023308,Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR,71603,NULL,NULL,NULL,1,NULL,1,1,1,1,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.67,0.67,NULL
107141,00110000,001100,John Brown University,Siloam Springs,AR,72761,NULL,NULL,NULL,3,NULL,1,1,3,4,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.768,0.768,510
107211,02525800,025258,Lees School of Cosmetology,North  Little Rock,AR,72114-3800,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
107220,02341700,023417,Career Academy of Hair Design,Springdale,AR,72764-7128,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107275,02287400,022874,Marsha Kay Beauty College,Mountain Home,AR,72653-3164,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107293,01074100,010741,Academy of Salon and Spa,Fort Smith,AR,72901,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
107318,02348200,023482,Arkansas State University Mid-South,West Memphis,AR,72301-3829,NULL,NULL,NULL,1,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107327,01286000,012860,Arkansas Northeastern College,Blytheville,AR,72316-1109,NULL,NULL,NULL,1,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107363,03254300,032543,Margaret's Hair Academy Inc,Monticello,AR,71655,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107442,02284200,022842,New Tyler Barber College Inc,North Little Rock,AR,72114-4973,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107460,01226100,012261,North Arkansas College,Harrison,AR,72601-5508,NULL,NULL,NULL,1,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107488,02073700,020737,Northwest Technical Institute,Springdale,AR,72764,NULL,NULL,NULL,1,NULL,1,1,1,1,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107512,00110200,001102,Ouachita Baptist University,Arkadelphia,AR,71998-0001,NULL,NULL,NULL,3,NULL,1,1,3,3,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6715,0.6715,460
107521,00997600,009976,College of the Ouachitas,Malvern,AR,72104-0816,NULL,NULL,NULL,1,NULL,1,1,1,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107549,02087000,020870,Ozarka College,Melbourne,AR,72556-0010,NULL,NULL,NULL,1,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107558,00109400,001094,University of the Ozarks,Clarksville,AR,72830,NULL,NULL,NULL,3,NULL,1,1,3,3,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.839,0.839,490
107585,00524500,005245,University of Arkansas Community College-Morrilton,Morrilton,AR,72110,NULL,NULL,NULL,2,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107600,00110300,001103,Philander Smith College,Little Rock,AR,72202-3799,NULL,NULL,NULL,3,NULL,1,1,3,3,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107619,00110400,001104,Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,NULL,NULL,NULL,2,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107637,00570700,005707,Southeast Arkansas College,Pine Bluff,AR,71603,NULL,NULL,NULL,1,NULL,1,1,1,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
107655,02202400,022024,Professional Cosmetology Education Center,El Dorado,AR,71730-4009,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
107664,02075300,020753,University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,NULL,NULL,NULL,2,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107725,00573200,005732,University of Arkansas Community College-Hope,Hope,AR,71801,NULL,NULL,NULL,1,NULL,1,1,1,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107743,02111100,021111,University of Arkansas Community College Rich Mountain,Mena,AR,71953,NULL,NULL,NULL,1,NULL,1,1,2,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107789,00792100,007921,Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107831,02569600,025696,Searcy Beauty College,Searcy,AR,72143,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107877,00110600,001106,Williams Baptist College,Walnut Ridge,AR,72476,NULL,NULL,NULL,3,NULL,1,1,3,3,2,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7156,0.7156,440
107974,02074600,020746,South Arkansas Community College,El Dorado,AR,71731-7010,NULL,NULL,NULL,1,NULL,1,1,1,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107983,00110700,001107,Southern Arkansas University Main Campus,Magnolia,AR,71753,NULL,NULL,NULL,3,NULL,1,1,3,4,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8056,0.8056,420
107992,00773800,007738,Southern Arkansas University Tech,Camden,AR,71701-1906,NULL,NULL,NULL,1,NULL,1,1,1,2,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108065,03214300,032143,Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,NULL,NULL,NULL,1,NULL,1,1,1,1,3,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108092,00111000,001110,University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,NULL,NULL,NULL,3,NULL,1,1,2,3,1,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108232,00753100,007531,Academy of Art University,San Francisco,CA,94105,NULL,NULL,NULL,3,NULL,1,1,3,4,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108250,02120900,021209,ITT Technical Institute-Rancho Cordova,Rancho Cordova,CA,95670-6034,NULL,NULL,NULL,3,NULL,1,1,2,3,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5719,0.5719,NULL
108269,03288300,032883,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,NULL,NULL,NULL,3,NULL,1,1,4,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108287,03098700,030987,Academy of Professional Careers,San Diego,CA,92120,NULL,NULL,NULL,1,NULL,1,4,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
108348,02342400,023424,The Academy of Radio and TV Broadcasting,Huntington Beach,CA,92647,NULL,NULL,NULL,1,NULL,1,2,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108393,00760500,007605,Academy Pacific Travel College,Los Angeles,CA,90028-5218,NULL,NULL,NULL,1,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8021,0.8021,NULL
108649,02258600,022586,Avalon School of Cosmetology-Alameda,Alameda,CA,94501,NULL,NULL,NULL,1,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108667,00672000,006720,College of Alameda,Alameda,CA,94501,NULL,NULL,NULL,2,NULL,1,1,2,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108807,00111100,001111,Allan Hancock College,Santa Maria,CA,93454-6399,NULL,NULL,NULL,2,NULL,1,1,1,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108852,02106900,021069,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,90028,NULL,NULL,NULL,2,NULL,1,1,1,2,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3639,0.3639,NULL
108861,00112000,001120,American Baptist Seminary of the West,Berkeley,CA,94704-3029,NULL,NULL,NULL,3,NULL,1,1,4,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108870,02222000,022220,American Film Institute Conservatory,Los Angeles,CA,90027-1625,NULL,NULL,NULL,3,NULL,1,1,4,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108977,01307400,013074,American Beauty College,West Covina,CA,91790,NULL,NULL,NULL,1,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109013,02113601,021136,American InterContinental University,Los Angeles,CA,90066,NULL,NULL,NULL,3,NULL,0,5,3,4,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4442,NULL
109040,02241800,022418,American Career College-Los Angeles,Los Angeles,CA,90004,NULL,NULL,NULL,1,NULL,1,2,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8789,0.8804,NULL
109086,02099200,020992,American Conservatory Theater,San Francisco,CA,94108-5834,NULL,NULL,NULL,1,NULL,1,1,1,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
109208,00123200,001232,American River College,Sacramento,CA,95841-4286,NULL,NULL,NULL,1,NULL,1,1,2,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109332,01112100,011121,Everest College-Hayward,Hayward,CA,94541,NULL,NULL,NULL,1,NULL,1,2,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5311,0.6529,NULL
109350,00111300,001113,Antelope Valley College,Lancaster,CA,93536-5426,NULL,NULL,NULL,2,NULL,1,1,2,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109651,00111600,001116,Art Center College of Design,Pasadena,CA,91103,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7244,0.7244,NULL
109721,00902200,009022,Associated Technical College-Los Angeles,Los Angeles,CA,90017-1604,NULL,NULL,NULL,1,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6994,0.6994,NULL
109730,02553500,025535,Associated Technical College-San Diego,San Diego,CA,92101,NULL,NULL,NULL,1,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109749,02553100,025531,Associated Technical College,Vista,CA,92084,NULL,NULL,NULL,2,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109785,00111700,001117,Azusa Pacific University,Azusa,CA,91702-7000,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8261,0.8261,480
109819,00111800,001118,Bakersfield College,Bakersfield,CA,93305-1299,NULL,NULL,NULL,1,NULL,1,1,2,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109907,00111900,001119,Barstow Community College,Barstow,CA,92311,NULL,NULL,NULL,2,NULL,1,1,2,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109934,00705000,007050,Bellus Academy-National City,National City,CA,91950,NULL,NULL,NULL,1,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110051,00112100,001121,Bethany University,Scotts Valley,CA,95066-2898,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5922,0.5922,443
110060,03266300,032663,Bethesda University,Anaheim,CA,92801,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
110097,00112200,001122,Biola University,La Mirada,CA,90639-0001,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6059,0.6059,510
110176,02065500,020655,Brooks College,Long Beach,CA,90804,NULL,NULL,NULL,2,NULL,1,2,2,2,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.368,NULL
110185,00112300,001123,Brooks Institute,Ventura,CA,93001,NULL,NULL,NULL,3,NULL,1,1,3,4,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
110194,02543400,025434,Brownson Technical School,Anaheim,CA,92805,NULL,NULL,NULL,1,NULL,1,1,1,1,3,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110219,00716400,007164,Bryan University,Tempe,AZ,85281,NULL,NULL,NULL,2,NULL,1,1,1,1,3,4,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL
110246,00807300,008073,Butte College,Oroville,CA,95965-8399,NULL,NULL,NULL,1,NULL,1,1,1,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110307,02237200,022372,Phillips Graduate University,Chatsworth,CA,91311,NULL,NULL,NULL,NULL,NULL,1,1,4,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110316,01215400,012154,California Institute of Integral Studies,San Francisco,CA,94103,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110334,00112400,001124,Cabrillo College,Aptos,CA,95003,NULL,NULL,NULL,2,NULL,1,1,2,2,1,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110361,00112500,001125,California Baptist University,Riverside,CA,92504-3297,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7246,0.7246,474
110370,00112700,001127,California College of the Arts,San Francisco,CA,94107-2247,NULL,NULL,NULL,3,NULL,1,1,3,4,2,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8061,0.8061,NULL